"id","question_id","question","question_date","question_by","answer_date","answer"
"496","1003","Assalamualaikum w.w.,Saya mau nanya perihal magang di Mahkamah Konstitusi, diantaranya1. Apa saja berkas yang harus disiapkan2. Ditujukan kepada siapa (bagian apa) dan surat dan proposal magang ini diajukan Dan tembusan surat kepada siapaTerima Kasih. Wassalamualaikum w.w.,","12-07-2017","Fakhris Lutfianto","13-07-2017","Yth. Sdr. Fakhris Lutfianto Terima kasih atas pertanyaannya. Untuk kegiatan magang di MK, Saudara dapat mengajukan Surat Permohonan Magang dan Proposal Magang yang diajukan secara tertulis kepada Sekretaris Jenderal Mahkamah Konstitusi dan dikirimkan melalui pos. Permohonan ini kemudian akan diverifikasi dan akan dihubungi kembali untuk tindak lanjut. Untuk informasi lebih lanjut, Saudara dapat menghubungi Bagian Kepegawaian MK di nomor (021) 23529000. Terima kasih"
"497","1002","dear Mahkamah Konstitusi, saya selaku warga sipil ingin menanyakan perihal UndangUndang Ketenagakerjaan yang telah judicial riview. apakah ada Pasal dan atau ayat yang dirubah atau di tambahkan dan kemana website yang harus saya kunjungi untuk informasi tersebut, mohon informasinya. terimakasih.","12-07-2017","baby citra refita","12-07-2017","Yth. Sdr. Baby Citra Refita Terima kasih atas pertanyaannya. Saudara dapat mencermati dan mempelajari seluruh putusan MK yang berkaitan dengan Uji Materi UU Ketenagakerjaan dengan mengunduh putusan-putusan tersebut di laman MK, www.mahkamahkonstitusi.go.id. Terima kasih"
"498","1001","Perkara No. 11.PUUXIV.2016 tentang permohonan uji materi ketentuan yang mengatur tentang pengelolaan panas bumi dalam UndangUndang No. 21 Tahun 2014 tentang Panas Bumi (UU Panas Bumi) dan UndangUndang No. 23 Tahun 2014 tentang Pemerintahan Daerah (UU Pemda).Apakah sudah diterbitkan putusan dimaksud dan sudah dapat diunduhTerima kasih.","12-07-2017","canggih","12-07-2017","Yth. Sdr. Canggih Terima kasih atas pertanyaannya. Seluruh rangkaian pemeriksaan perkara nomor 11/PUU-XIV/2016 telah selesai. Namun demikian perkara tersebut kini dalam pembahasan di Rapat Permusyawaratan Hakim (RPH). Untuk jadwal pengucapan putusan Saudara dapat terus memantaunya di laman MK, www.mahkamahkonstitusi.go.id Terima kasih."
"499","1000","Saya ingin bertanya, tentang BPSK di kabupaten sintang kalimantan barat yang sudah dibentuk dan telah lulus seleksi oleh pansel, namun sudah 7 bulan terhitung dari pengumuman kelulusan belum juga dilantik....padahal pembentukan pada tahun 2016 pengumuman kelulusan juga 2016....kami 9 anggota BPSK sudah menghadap dan berkirim surat ke BUPATI, KADIS perindagkop, ketua DPRD dan PANSEL...untuk meminta kejelasan nasip kami namun belum ada jawaban yang memuaskan....","10-07-2017","hery efendy","12-07-2017","Yth. Sdr Hery Efendy Terima kasih atas pertanyaannya. Mahkamah Konstitusi merupakan salah satu lembaga pemegang kekuasaan kehakiman yang mempunyai kewenangan untuk: 1. menguji undang-undang terhadap Undang-Undang Dasar;2. memutus sengketa kewenangan lembaga negara yang kewenangannya diberikan oleh Undang-Undang Dasar;3. memutus pembubaran partai politik dan4. memutus perselisihan tentang hasil pemilihan umum. Selain keempat kewenangan tersebut, MK mempunyai satu kewajiban untuk memberikan putusan atas pendapat DPR mengenai dugaan pelanggaran hukum yang dilakukan oleh Presiden dan/atau Wakil Presiden menurut Undang-Undang Dasar. Mahkamah Konstitusi hanya dapat menyelesaikan segala persoalan hukum yang terkait dengan kewenangannya. Adapun persoalan yang tengah Saudara hadapi bisa Saudara konsultasikan kepada lembaga yang terkait langsung. Terima kasih  "
"500","996","Ass...dlm perselisihan Pemilihan Bupati Bombana yg dilakukan PSU di 7 TPS,apakah ada PSU Yg kedua kalinya","06-07-2017","Adhi Nasri","07-07-2017","Yth. Sdr. Adhi Nasri Terima kasih atas pertanyaan Saudara. Untuk informasi putusan MK mengenai Perselisihan Hasil Pemilihan Kepala Daerah Kabupaten Bombana, Saudara dapat mempelajari dan mengunduhnya di laman berikut: http://www.mahkamahkonstitusi.go.id/index.php?page=web.Putusanamp;amp;id=1amp;amp;kat=2amp;amp;cari=bombana Terima kasih"
"501","994","Selamat Pagi. Apakah sidang dengan perkara nomor 60PUUXIV2016 sudah ada putusanya","06-07-2017","Dwi Prasetyo","07-07-2017","Yth. Sdr. Dwi Prasetyo Terima kasih atas pertanyaannya. Seluruh rangkaian sidang pemeriksaan perkara nomor 60/PUU-XIV/2016 telah selesai. Namun demikian, perkara tersebut kini tengah dibahas dalam Rapat Pemusyawaratan Hakim untuk diambil keputusan. Untuk jadwal sidang putusan selanjutnya, Saudara dapat terus memantaunya di laman MK www.mahkamahkonstitusi.go.id Terima kasih"
"502","993","Hallo Perkenalkan Saya Indra. Saya ingin bertanya bisakah berlangganan majalah konstitusi secara perseorangan Apakah dipingut biaya Lalu kalau bisa bagaimana prosedur mekanisme berlangganannya, mohon dijawab secara rinci.. terimakasih","04-07-2017","Indra Yudhistira","05-07-2017","Yth. Sdr. Indra Yudhistira Terima kasih atas pertanyaan Saudara. Untuk berlangganan Majalah Konstitusi tidak dipungut biaya. Saudara dapat mengajukan Surat Permohonan Langganan Majalah Konstitusi ke MK dengan alamat Jalan Medan Merdeka Barat Nomor 6 Jakarta Pusat. Permohonan langganan akan diverifikasi yang selanjutnya akan dikirimkan majalah ke alamat Saudara setiap bulannya. Terima kasih"
"503","992","seblm Tanya Ber Minta mhf kepada pegawai tertigi ( Mk) . Nama sy Temanus Karoba. Sebagai ketua iktn sejabodetabek. Dlm arti korwil jakarta. Pertnyaan adalhApakh jdwl psu kb Tolikara, yg Diperselisihan ini, akn di penetapn Suara Lebih atau,ada porses Perselisihan Lagi PaK.","04-07-2017","temanuskaroba","05-07-2017","Yth. Sdr Temanuskaroba Terima kasih atas pertanyaannya. Untuk informasi jadwal sidang dan agenda sidang, Saudara dapat mengakses laman MK, melalui tautan berikut :http://www.mahkamahkonstitusi.go.id/index.php?page=web.JadwalSidangamp;amp;menu=4amp;amp;id=1amp;amp;kat=4amp;amp;cari=06-07-2017 Terima kasih."
"504","991","Assalamualaikum. Bapak ibu yang terhormat . kami dari UIN Suska Riau ingin melakukan penelitian di MK. bagaimana kah prosedur administrasi ya disana pak. tks sblmnya pak","03-07-2017","helmawati","05-07-2017","Yth. Sdr. Helmawati Terima kasih atas pertanyaannya. Untuk melakukan penelitian, Saudara dapat mengajukan surat Permohonan Penelitian yang ditujukan kepada Sekretaris Jenderal MK dengan alamat Jalan Medan Merdeka Barat Nomor 6 Jakarta Pusat. Permohonan Penelitian ini akan diverifikasi dan kami akan menghubungi Saudara kembali untuk tindak lanjut penelitian. Terima kasih"
"505","990","assalamualaikum bapak, maaf mengganggu waktunya, bapak saya hikmi mahasiswa magang dari STEI TAZKIA mau nanyak.untuk magang bulan juli 2017 ini tanggal berapa dijadwalkannya, ketentuan dress codenya dan apa yang harus disiapkanmaaf bapak kalau ada katakata yang kurang sopan","02-07-2017","hikmi","03-07-2017","Yth. Sdr Hikmi Terima kasih atas pertanyaannya. Untuk informasi magang Saudara dapat menghubungi bagian Kepegawaian MK melalui nomor (021) 2352 9000 Terima kasih"
"506","989","Slamat sore saya mau tanya jadwal sidang hasil PSU kab tolikara apaka sidang cuma sekali yang dilakasa cuma tanggal 6 juli 2017 saja atau masih ada sidang lanjutan trimakasih.","02-07-2017","Daud bonara","03-07-2017","Yth. Sdr. Daud Bonara Terima kasih atas pertanyaannya. Risalah sidang untuk seluruh rangkaian persidangan PHP Kabupaten Tolikara dengan nomor perkara14/PHP.BUP-XV/2017, dapat Saudara unduh pada tautan berikut: http://www.mahkamahkonstitusi.go.id/index.php?page=web.RisalahSidangamp;amp;id=1amp;amp;kat=1amp;amp;cari=14%2FPHP.BUP-XV%2F2017 Terima kasih"
"507","983","hasil keputusan untuk bupati dan wakil bupati maybrat","21-06-2017","albertus antoh","03-07-2017","Yth. Sdr. Albertus Antoh Saudara dapat mengunduh putusan PHPKada Kabupaten Maybrat dengan nomor perkara 10/PHP.BUP-XV/2017 pada tautan berikut www.mahkamahkonstitusi.go.id/index.php?page=download.Putusanamp;amp;id=2653  Terima kasih"
"508","981","Assalamualaikum, wr, wb,Saya adalah pengurus Serikat Pekerja di perusahaan di Jakarta, saya ingin menanyakan perihal putusan MK 115PUUVII2009 mengenai jumlah minimum anggota serikat untuk mengajukan PKB, karena ada tafsiran yg berbeda terhadap putusan tersebut. Dalam mengajukan pertanyaan ini apakah saya harus mengirim surat resmi ke Ketua Majelis hakim MK sebagai dasar hukum atau cukup lewat web ini, mohon arahannya.PertanyaannyaAmar putusan dalam hal di satu perusahaan terdapat lebih dari satu serikat pekerjaserikat buruh, maka jumlah serikat pekerjaserikat buruh yang berhak mewakili dalam melakukan perundingan dengan pengusaha dalam suatu perusahaan adalah maksimal tiga serikat pekerjaserikat buruh atau gabungan serikat pekerjaserikat buruh yang jumlah anggotanya minimal 10 (sepuluh perseratus) dari seluruh pekerjaburuh yang ada dalam perusahaan1. Apakah ini dimaknai, jumlah total dari serikat perkerja yang maksimum itu tetap 502. Apakah di suatu perusahaan yg memiliki 2 serikat pekerja dgn jumlah 10 dan yg lainnya hanya 2 dapat mengajukan PKB3. Jika dari kemenaker memiliki pendapat yang berbeda apakah ini bisa dimasukan sebagai peselisihan hubungan Industri Terima kasih.","20-06-2017","Achmad Faisal","07-07-2017","Yth. Sdr. Achmad Faisal Sebelum menjawab tiga pertanyaan dari saudara Achmad Faisal pada tanggal 20 Juni 2017, MK menjawab bahwa setiap pertanyaan dari masyarakat terkait MK dapat dilakukan melalui website resmi ini. Terkait Putusan MK Nomor 115/PUU-VII/2009, Mahkamah memberikan beberapa Pertimbangan Hukum yang intinya sebagai berikut. 1. Menurut UU 13/2003 hubungan antara pekerja/buruh dengan pengusaha di samping tunduk pada ketentuan peraturan perundang-undangan yang berlaku, juga tunduk pada perjanjian kerja yang dibuat antara pekerja dengan pengusaha atau perjanjian kerja bersama (PKB) yang dibuat oleh dan antara serikat pekerja/serikat buruh dengan pengusaha yang memuat syarat-syarat kerja serta hak dan kewajiban kedua belah pihak. Dengan demikian, keberadaan suatu PKB sangat menentukan dan mengikat nasib seluruh pekerja yang ada dalam suatu perusahaan. 2. Keberadaan sebuah serikat pekerja/serikat buruh yang sah menurut peraturan perundang-undangan yang berlaku dalam sebuah perusahaan menjadi tidak bermakna dan tidak bisa mencapai tujuannya dalam sebuah perusahaan serta tidak dapat memperjuangkan haknya secara kolektif sebagaimana tujuan pembentukannya, apabila serikat pekerja/serikat buruh tersebut sama sekali tidak memiliki hak untuk menyampaikan aspirasi, memperjuangkan hak, kepentingan serta melindungi anggotanya karena tidak terlibat dalam menentukan PKB yang mengikat seluruh pekerja/buruh dalam perusahaan. PKB adalah suatu perjanjian yang seharusnya mewakili seluruh aspirasi dan kepentingan dari seluruh buruh/pekerja baik yang tergabung dalam serikat pekerja/serikat buruh yang memiliki anggota mayoritas maupun serikat pekerja yang memiliki anggota tidak mayoritas. Mengabaikan aspirasi minoritas karena dominasi mayoritas adalah pelanggaran terhadap prinsip-prinsip negara berdasarkan konstitusi yang salah satu tujuannya justru untuk memberikan persamaan perlindungan konstitusional, baik terhadap mayoritas maupun aspirasi minoritas. 3. Agar memenuhi prinsip keadilan dan keterwakilan secara proporsional, selain perwakilan dari serikat pekerja yang anggotanya meliputi lebih 50% (lima puluh perseratus) dari semua pekerja dalam suatu perusahaan, harus juga ada perwakilan dari pekerja atau serikat pekerja lainnya yang dipilih dari dan oleh pekerja atau serikat pekerja di luar dari yang anggotanya meliputi 50% (lima puluh perseratus) secara proporsional. 4. UU 13/2003 tidak melarang dalam satu perusahaan terdapat lebih dari satu serikat pekerja/serikat buruh sebagaimana diatur dalam Pasal 1 angka 21, Pasal 116 ayat (1), dan Pasal 119 ayat (1) UU 13/2003. Penggunaan kata amp;ldquo;beberapaamp;rdquo;berarti lebih dari satu, sehingga PKB dapat dibuat antara beberapa serikat pekerja/serikat buruh dengan pengusaha. 5. Mahkamah tidak menentukan jumlah minimal dan maksimal keanggotaan serikat pekerja/buruh. Menurut Mahkamah, penentuan jumlah mayoritas dengan persentase di atas 50% dapat menghilangkan hak-hak pekerja/buruh untuk terwakili dalam perjanjian kerja bersama yang dilakukan oleh serikat pekerja/serikat buruh yang mewakilinya dengan pengusaha. Penentuan jumlah persentase keterwakilan harus pula disesuaikan atau setidak-tidaknya ditentukan secara proporsional dengan Undang-Undang yang terkait mengenai keterwakilan tersebut dengan batas jumlah maksimal. 6. Untuk memenuhi prinsip-prinsip konstitusi dan menghindari pelanggaran hak-hak konstitusional yang dijamin dan dilindungi oleh konstitusi, yaitu untuk memenuhi prinsip keadilan proporsional, menjamin dan melindungi hak serikat pekerja/serikat buruh, serta hak-hak pekerja/buruh yang dijamin dan dilindungi oleh konstitusi, maka seluruh serikat pekerja/serikat buruh yang ada dalam satu perusahaan berhak terwakili secara proporsional dalam melakukan perundingan dengan pengusaha. Jawaban terhadap pertanyaan Nomor 1 dan 2. Adanya hak berserikat dan berkumpul dijamin oleh UUD 1945 dan para serikat perkerja/serikat buruh berhak terwakili secara proporsional dalam melakukan perundingan dengan pengusaha serta mengingat substansi dari PKB itu sendiri, namun jumlah serikat pekerja/serikat buruh yang berhak mewakili dalam suatu perusahaan harus dibatasi secara wajar atau proporsional yaitu maksimal tiga serikat pekerja/serikat buruh atau gabungan serikat pekerja/serikat buruh yang jumlah anggotanya minimal 10% (sepuluh perseratus) dari seluruh pekerja/buruh yang ada dalam perusahaan, agar tidak berkelebihan mendorong timbulnya serikat pekerja/serikat buruh yang tidak proporsional yang dapat menghambat terjadinya kesepakatan dalam perundingan antara serikat pekerja/serikat buruh dengan pengusaha. Pembatasan tersebut dapat dibenarkan berdasarkan Pasal 28J ayat (2) UUD 1945. Jawaban pertanyaan Nomor 3. Pasal 47 UU MK menyatakan amp;ldquo;Putusan MK memperoleh kekuatan hukum tetap sejak selesai diucapkan dalam sidang pleno terbuka untuk umum.amp;rdquo; Sejak Putusan ini diucapkan dalam sidang pleno terbuka untuk umum yakni tanggal 10 November 2010 maka saat itu pula Putusan MK memperoleh kekuatan hukum tetap yang amar putusannya: -  menyatakan Pasal 120 ayat (1) dan ayat (2) UU Nomor 13 Tahun 2003 tentang Ketenagakerjaan bertentangan dengan UUD 1945 dan tidak mempunyai kekuatan hukum mengikat; - menyatakan Pasal 120 ayat (3) UU Nomor 13 Tahun 2003 tentang Ketenagakerjaan konstitusional bersyarat (conditionally constitutional) sepanjang: i)  frasa, amp;ldquo;Dalam hal ketentuan sebagaimana dimaksud dalam ayat (1) atau ayat (2) tidak terpenuhi, maka...amp;rdquo;, dihapus, sehingga berbunyi, amp;ldquo;para serikat pekerja/serikat buruh membentuk tim perunding yang keanggotaannya ditentukan secara proporsional berdasarkan jumlah anggota masing-masing serikat pekerja/serikat buruhamp;rdquo;, dan ii) ketentuan tersebut dalam angka (i) dimaknai, amp;ldquo;dalam hal di satu perusahaan terdapat lebih dari satu serikat pekerja/serikat buruh, maka jumlah serikat pekerja/serikat buruh yang berhak mewakili dalam melakukan perundingan dengan pengusaha dalam suatu perusahaan adalah maksimal tiga serikat pekerja/serikat buruh atau gabungan serikat pekerja/serikat buruh yang jumlah anggotanya minimal 10% (sepuluh perseratus) dari seluruh pekerja/buruh yang ada dalam perusahaanamp;rdquo;; -  menyatakan Pasal 120 ayat (3) UU Nomor 13 Tahun 2003 tentang Ketenagakerjaan tidak memiliki kekuatan hukum mengikat sepanjang: i)  frasa, amp;ldquo;Dalam hal ketentuan sebagaimana dimaksud dalam ayat (1) atau ayat (2) tidak terpenuhi, maka...amp;rdquo;, tidak dihapuskan, dan ii)  ketentuan tersebut tidak dimaknai, amp;ldquo;dalam hal di satu perusahaan terdapat lebih dari satu serikat pekerja/serikat buruh, jumlah serikat pekerja/serikat buruh yang berhak mewakili dalam melakukan perundingan dengan pengusaha dalam suatu perusahaan adalah maksimal tiga serikat pekerja/serikat buruh atau gabungan serikat pekerja/serikat buruh yang jumlah anggotanya minimal 10% (sepuluh perseratus) dari seluruh pekerja/buruh yang ada dalam perusahaanamp;rdquo;. Sejak pengucapan sebagaimana dimaksud di atas dan pemuatan dalam Berita Negara Republik Indonesia, maka pemerintah termasuk Kementerian Ketenagakerjaan wajib tunduk pada Putusan tersebut. Untuk perselisihan hubungan industrial dapat melihat definisinya pada Pasal 1 angka 22 UU Nomor 13 Tahun 2003 tentang Ketenagakerjaan. Terima kasih"
"509","980","Assalamualaikum, selamat malam, sebelumnya perkenalkan nama saya kautsarbima, mahasiswa fakultas hukum universitas brawijaya, saya ingin bertanya terkait persyaratan dan prosedur magang di MK terima kasih","18-06-2017","Kautsar Bima","21-06-2017","Yth. Sdr Kautsar Bima Terima kasih atas pertanyaannya. Untuk informasi magang, Saudara dapat menghubungi Bapak Purwanto, Bagian Kepegawaian MK di nomor telepon (021) 2352 9000 Terima kasih"
"510","978","Assalamualaikum Wr. WbNama saya Anggi Yumarta, saya Dosen di Fakultas Ilmu Sosial dan Ilmu Politik (FISIP) Universitas Baturaja (Sumatera Selatan), saya mohon informasi dan penjelasannya terkait dengan Proposal Magang untuk mahasiswa yang telah saya kirim via POS ke Bagian Kepegawaian MKRI tertanggal 18 April 2017 (Bukti Pengiriman Via POS ada dan telah terkirim pada tanggal 20 April 2017 dengan penerima atas nama mailroom NICO), sebelumnya saya telah beberapa kali menghubungi via telpon ke bagian Kepegawaian dan MailRoom MK untuk meminta informasi dan klarifikasi tetapi info yang saya dapat bahwa Proposal Magang tersebut belum ada dan tidak ada terkirim sampai saat ini.Selanjutnya, saya mohon untuk diberikan arahan bagaimana agar maksud dan tujuan kami untuk bisa menempatkan para mahasiswa kami melakukan kegiatan magang di kantor MKRI dalam rangka meningkatkan kualitas serta kredibilitas para mahasiswa kami dalam dunia pendidikan. Terimakasih.Wassalmualaikum Wr. Wb.","14-06-2017","Anggi Yumarta","15-06-2017","Yth. Sdri. Anggi Yumarta, Sebelumnya kami ucapkan terima kasih atas informasi yang diberikan. Sambil menelusuri perkembangannya, kami menyarankan agar Saudari dapat mengajukan kembali permohonan magang tersebut secara daring (online) pada tautan berikut ini:http://www.mahkamahkonstitusi.go.id/index.php?page=web.PengajuanKunjunganamp;amp;menu=10. Sebab, MK mulai menerapkan sistem online dan paperless untuk setiap kegiatannya. Mohon dipilih ""KKN atau KKL"" untuk keperluan kunjungannya. Setelah itu, lampirkan juga Proposal Magang yang telah dipersiapkan. Demikian penjelasan yang dapat kami sampaikan. Semoga maksud dan keinginan Saudari beserta mahasiswa/i dari FISIP Universitas Baturaja untuk Magang di MK dapat terpenuhi. Terima kasih. "
"511","977","Selamat Siang.Salam Keadilan,Yang terhormat, Mahkamah Konstitusi, saya mau tanya, bagaimana hasil Penetapan dari sidang Nomor 25.PUUXV2017..","14-06-2017","Acan","15-06-2017","Yth. Sdr. Acan, Silahkan Saudara mengunduh Ketetapan Nomor 25/PUU-XV/2017 pada tautan berikut ini:http://www.mahkamahkonstitusi.go.id/public/content/persidangan/putusan/25_PUU-XV_2017.pdf. Terima kasih."
"512","976","Yth. BapakIbu Mahkamah Konstitusi,Saya mau menanyakan, Setelah Putusan MK No. 3PUUXIII2015, Apakah masih ada danatau masih boleh diterbitkan SK Kementrian Dalam Negeri (SK tgl 09 Agustus 2016) untuk menentukan besaran tarif PKB, BBNKB Karena pada Putusan MK tersebut diatas bahwa alat berat dikecualikan danatau bukan kategori kendaraan bermotor.. Mohon bantuan, agar tidak terjadi kesalahpahaman..Terima Kasih..","13-06-2017","kris","12-07-2017","Yth. Sdr. Kris Terima kasih atas pertanyaan Saudara. Pertimbangan hukum dalam Putusan Mahkamah Nomor 3/PUU-XIII/2015 mengenai Pengujian Undang-Undang Nomor 22 Tahun 2009 tentang Lalu Lintas dan Angkutan Jalan terhadap Undang-Undang Dasar Negara Republik Indonesia Tahun 1945, sebagai berikut : amp;ldquo;... bahwa alat berat adalah kendaraan dan/atau peralatan yang digerakkan oleh motor, namun bukan kendaraan bermotor dalam pengertian yang diatur oleh UU LLAJ. Dengan demikian, pengaturan alat berat sebagai kendaraan bermotor harus dikecualikan dari UU LLAJ, atau setidaknya terhadap alat berat tidak dikenai persyaratan yang sama dengan persyaratan bagi kendaraan bermotor pada umumnya yang beroprasi di jalan raya, yaitu sepeda motor dan mobil; mewajibkan alat berat untuk memenuhi persyaratan teknis yang sama dengan persyaratan bagi kendaraan bermotor pada umunya, padahal keduanya memiliki karakteristik .amp;rdquo; Persyaratan teknis yang dimaksud dalam pertimbangan mahkamah pada putusan Nomor 3/PUU-XIII/2015 apakah termasuk dengan penetapan pajak kendaraan bermotor? apakah keberadaan Peraturan terkait dengan Pajak kendaraan bermotor untuk kendaraan berat tidak dapat berlaku dengan putusan MK tersebut? Frasa amp;ldquo;persyaratan teknisamp;rdquo; dalam pertimbangan putusan tersebut mencakup penetapan PKB ataukah mengenai uji tipe dan uji berkala yang diberlakukan baik bagi kendaraan bermotor serta alat alat berat. menurut kami hal ini merupakan persoalan konstitusionalis norma yang berbeda dari Putusan UU LLAJ dengan penetapan PKB. Menjadikan putusan 3/PUU-XIII/2015 sebagai precedence terkait penetapan PKB tentunya perlu pendalaman lebih lanjut. Jika dicermati lebih lanjut menyatakan suatu produk peraturan perundang undangan dibawah Undang Undang apakah konstitusional atau tidak, bukan merupakan kewenangan Mahkamah Konstitusi. hal ini berdasarkan Pasal 24C Ayat (1) UUD 1945 serta Pasal 10 ayat (1) UU No. 24 Tahun 2003 tentang Mahkamah Konstitusi sebagaimana telah diubah dengan UU No. 8 Tahun 2011 tentang Perubahan UU No. 24 Tahun 2003 tentang Mahkamah Konstitusi Terima kasih"
"513","975","Kenapa hasil penelitian antara MK dengan instansi akademik (fakultas hukum) tidak di publikasikan. Seharusnya baik itu proposal pengajuan kerjasama penelitian dan juga hasil penelitian dipublikasikan secara transparan. Bukan sekadar judul penelitian dan penilaian saja. Mengingat dana yang dikeluarkan bersumber dari kas negaraDokumen penelitian bukan naskah yang bersifat rahasiaHasil penelitian jika di publikasikan akan menambah referensi keilmuanMohon konfirmas","12-06-2017","Ali","12-06-2017","Yth. Sdr. Ali Terima kasih atas pertanyaannya. Semua hasil penelitian, baik yang dilakukan internal Mahkamah Konstitusi maupun penelitian yang dilakukan MK bersama dengan Fakultas Hukum se-Indonesia selalu dipublikasikan. Publikasi hasil penelitian tersebut antara lain dilakukan melalui website MK pada tautan berikut : http://www.mahkamahkonstitusi.go.id/index.php?page=web.Penelitianamp;amp;pages=2. Adapun kerja sama penelitian MK dengan Fakultas Hukum se-Indonesia Tahun 2017 masih dalam proses. Sehingga hasil penelitian akan dipublikasikan setelah penelitian telah selesai dilaksanakan dan laporan hasil penelitian telah selesai disusun. Terima kasih."
"514","974","Bagaimana cara berlangganan jurnal mk","12-06-2017","Rusmanto","12-06-2017","Yth. Sdr. Rusmanto Untuk berlangganan Jurnal MK, Saudara dapat mengirimkan Surat Permohonan Langganan Jurnal ke Mahkamah Konstitusi, Jalan Medan Merdeka Barat Nomor 6 Jakarta Pusat. Untuk softcopy Jurnal MK, Saudara dapat mengunduhnya di laman MK, www.mahkamahkonstitusi.go.id Terima kasih."
"515","973","Bapakibu hakim yang terhormat dalam putusan sela mencantumkan kata sepanjang berkenaan,hal ini menjadipolemik masyarakat maybrat,karena menurut pemahaman masyarakat awam berarti hasil PSU lah yang dipakai lalu mengapa ditambah 29 sura sebab sepengetahuan masyarakat bahwa sura 29 itu telah dibatlalkan bersamaan dgn Keputusan sela tersebut dimana poin 2 amar putusanya hakim mahkamah konstitusi telah menyatakan batal lalu mengapa ada 29 sura ditambah lagi.","11-06-2017","Korneles","15-06-2017","Yth. Saudara Korneles, Penjelasan terhadap pertanyaan Saudara dapat dilihat pada Putusan MK Nomor 10/PHP.BUP-XV/2017 dalam paragraf [3.5] halaman 108-110. Putusan tersebut dapat diunduh pada tautan berikut:http://www.mahkamahkonstitusi.go.id/public/content/persidangan/putusan/10_PHP.BUP-XV_2017.pdf. Terima kasih."
"516","971","Bagaimana jika dalam praktiknya pasal 50 ayat (1), ayat (2) KUHAP yakni frasa segera (tidak lebih dari 60 dan 90 hari) justru bertentangan, dimana tersangka justru tidak mendapatkan kepastian hukum atas dirinya setelah lebih dari 90 hari ditetapkannya. Apakah hal tersebut masih dapat dikatakan tidak bertentangan dengan UUDKhususnya pasal 28D ayat (1).","09-06-2017","Isra Nurpadilah","12-06-2017","Yth. Sdr. Isra Nurpadilah Terima kasih atas pertanyaannya. Pengujian Undang-Undang (Judicial Review) yang menjadi kewenangan Mahkamah Konstitusi adalah pengujian terhadap norma UU yang dinilai bertentangan dengan UUD 1945. Pengujian UU ini bisa diajukan oleh setiap WNI, Badan Hukum atau subjek hukum laiinnya yang merasa hak konstitusionalnya dirugikan atau setidak-tidaknya berpotensi dirugikan oleh suatu norma UU. Adapun permasalahan hukum terkait dengan implementasi atau penerapan norma bukanlah merupakan ranah Pengujian Undang-Undang yang menjadi salah satu kewenangan Mahkamah Konstitusi. Namun demikian, terhadap permasalahan Saudara, Mahkamah hanya bisa berpendapat melalui putusan dengan melakukan pemeriksaan di persidangan. Semoga jawaban kami bermanfaat. Terima kasih."
"517","970","Mahkamah Konstitusi indonesia dalam sistem ketatanegaraan indonesia apakah positive legislator atau negative legislator mohon penjelasan beserta dasar hukumnya atau teori yang berkaitan dengan pertanyaan saya ! terimakasih","09-06-2017","PADLY","15-06-2017","Yth. Sdr. Padly, Teori mengenai Mahkamah Konstitusi (MK) merupakan negative legislator pada awalnya diperkenalkan oleh Hans Kelsen. Artinya, MK memiliki kewenangan hanya untuk membatalkan UU, bukan untuk membuat UU. Kewenangan untuk membuat UU dinilai merupakan ranah kewenangan Parlemen sebagai positive legislator. Namun demikian, dalam perkembangannya teori tersebut dari perspektif akademis dan praktis mulai beralih. Misalnya, Alec Stone Sweet mengatakan bahwa teori Hans Kelsen tersebut sebenarnya memberikan pengecualian terhadap efektivitas teori tersebut. Menurutnya, apabila suatu Konstitusi memuat secara eksplisit jaminan terhadap hak asasi manusia, maka penafsiran-penafsiran yang dilakukan oleh MK secara otomatis tidak dapat dibatasi dalam kerangka teori negative legislator saja, namun juga bisa memunculkan norma-norma baru. Begitu pula halnya dengan pendapatAR Brewer-Carıas yang menulis buku tentang ""Constitutional CourtsasPositive Legislators: A Comparative Law Study"" (2011). Ia menyimpulkan bahwa telah terjadi pergeseran teori dari negative menjadi positive legislator di MK dan MA dari berbagai belahan dunia. Setidak-tidaknya, menurut Brewer-Carıas, MK di banyak negara telah berperan sebagai temporary positive legislator dalam memutus perkara. Di Indonesia sendiri, mengenai apakah MK terbatas sebagai negative legislator atau dalam kondisi tertentu dapat menjadi positive legislator masih menjadi bahasan akademis yang terus berlangsung. Misalnya, Saudara dapat membaca Disertasi S3 yang ditulis oleh mantan Hakim Konstitusi Maruarar Siahaan di FH UNDIP yang menyebut bahwa MK dapat bertindak sebagai positive legislator dalam hal-hal tertentu. Silahkan Saudara bandingkan juga makalah-makalah akademis lainnya yang bebas diunduh seputar pembahasan MK sebagai negative dan positive legislator. Sumber bacaan-bacaan tersebut akan sangat menarik untuk ditelaah dan dianalisis lebih lanjut. Terima kasih. "
